case,run,VB,time,DOC,feed,material,cut_no,tool_class,window_start,window_end
13,16,0.99,68,0.75,0.25,2,135,2,4160,8960
12,11,1.08,26,0.88,0.25,2,138,2,3939,8921
13,11,0.78,31,0.82,0.25,2,140,2,4160,8960
13,13,1.02,38,0.75,0.25,2,142,2,4160,8960
13,13,1.38,41,0.75,0.25,2,143,2,4160,8960
13,14,1.10,39,0.75,0.25,2,143,2,4160,8960
13,14,1.19,37,0.75,0.25,2,142,2,4160,8960
11,9,0.81,43,1.30,0.50,2,127,2,2156,6464
14,9,1.14,19,0.83,0.50,2,137,2,2496,6493
15,8,0.95,24,1.12,0.25,2,152,2,4160,8960
12,9,0.81,43,1.32,0.50,2,124,2,2155,6464
13,11,0.88,36,0.86,0.25,2,138,2,4197,8960
11,19,0.85,104,0.75,0.25,1,97,2,4160,8960
10,9,0.78,29,1.01,0.50,2,114,2,2334,6523
13,12,1.04,35,0.75,0.25,2,141,2,4160,8960
13,12,0.96,35,0.75,0.25,2,141,2,4160,8960
13,13,1.08,38,0.75,0.25,2,142,2,4160,8960
13,14,1.10,39,0.75,0.25,2,143,2,4160,8960
13,14,1.15,39,0.75,0.25,2,143,2,4160,8960
12,9,0.81,41,1.27,0.50,2,129,2,2162,6464
11,9,1.12,19,0.93,0.50,2,130,2,2496,6500
15,8,0.83,24,1.07,0.25,2,152,2,4160,8960
12,9,0.81,29,0.93,0.50,2,138,2,2321,6464
13,12,1.30,53,0.84,0.25,2,124,2,4174,8960
13,15,1.27,49,0.75,0.25,2,135,2,4160,8960
14,9,0.77,28,1.02,0.25,2,141,2,4135,8907
13,12,0.86,33,0.88,0.25,2,140,2,4160,8960
13,13,1.08,39,0.75,0.25,2,142,2,4160,8960
13,14,1.48,41,0.75,0.25,2,143,2,4160,8960
13,14,1.08,38,0.75,0.25,2,142,2,4160,8960
13,14,1.19,38,0.75,0.25,2,142,2,4160,8960
12,9,0.81,38,1.23,0.50,2,126,2,2196,6464
10,9,0.88,18,1.31,0.50,2,136,2,2494,6547
15,8,1.01,27,1.05,0.25,2,154,2,4160,8960
1,1,0.00,4,1.50,0.50,1,1,0,2496,6976
1,1,,3,1.01,0.50,1,3,0,538,6942
1,2,,6,1.50,0.50,1,2,0,2496,6976
2,2,0.12,8,1.34,0.50,1,16,0,2496,6976
2,3,,9,1.23,0.50,1,5,0,947,5073
6,2,0.11,5,1.29,0.50,1,23,0,1202,3852
2,2,0.14,11,0.75,0.50,1,19,0,2496,6976
2,3,0.14,13,0.75,0.50,1,19,0,2496,6976
2,4,0.14,12,0.92,0.50,1,19,0,2496,6976
6,4,0.13,17,0.75,0.50,1,51,0,2856,6954
2,5,,13,0.95,0.50,1,9,0,3665,6976
2,6,0.15,22,0.75,0.50,1,21,0,2496,6976
3,1,0.11,2,0.75,0.25,1,32,0,4480,8960
3,2,0.13,3,0.75,0.25,1,32,0,4480,8960
3,2,0.13,5,0.75,0.25,1,32,0,4480,8960
3,3,0.14,16,0.75,0.25,1,34,0,4480,8960
3,4,0.19,25,0.87,0.25,1,50,0,3652,8960
4,1,0.08,9,1.50,0.25,1,45,0,4480,8960
4,2,0.12,8,1.50,0.25,1,47,0,4480,8960
9,1,0.04,2,1.50,0.50,1,52,0,2112,6720
9,1,0.07,3,1.50,0.50,1,52,0,2112,6720
9,3,0.13,5,1.50,0.50,1,54,0,2112,6560
12,3,0.07,15,0.96,0.50,1,69,0,2496,6720
10,2,0.00,2,1.50,0.25,1,61,0,4480,8960
10,2,0.03,4,1.50,0.25,1,62,0,4480,8960
10,3,0.07,7,1.50,0.25,1,61,0,4480,8960
11,3,0.04,13,1.14,0.25,1,67,0,4160,8960
11,1,0.00,8,0.75,0.25,1,71,0,4160,8960
11,2,0.05,6,0.75,0.25,1,74,0,4160,8960
11,3,0.06,10,0.75,0.25,1,73,0,4160,8960
11,4,0.06,11,0.75,0.25,1,74,0,4160,8960
11,5,0.08,10,0.75,0.25,1,74,0,4160,8960
11,4,0.08,13,0.75,0.25,1,76,0,4160,8960
4,6,,15,1.36,0.38,1,38,0,2975,8251
11,7,0.10,20,0.75,0.25,1,76,0,4160,8960
11,9,0.16,27,0.75,0.25,1,79,0,4160,8960
11,8,0.16,27,0.75,0.25,1,79,0,4160,8960
4,1,,5,0.90,0.50,1,38,0,2293,3358
12,3,0.10,11,0.75,0.50,1,95,0,2496,6720
14,3,0.08,4,0.75,0.50,1,117,0,2496,6464
5,3,,6,0.78,0.50,1,63,0,2496,6826
12,4,0.12,16,0.85,0.50,1,101,0,2681,6464
12,6,0.17,20,0.75,0.50,1,98,0,2496,6720
11,2,0.00,4,0.78,0.50,1,99,0,2496,6464
7,2,0.16,0,1.03,0.50,2,117,0,2496,6720
9,2,0.06,1,1.50,0.25,2,116,0,4160,8960
7,3,0.05,1,0.75,0.25,2,116,0,4160,8960
9,2,0.08,2,1.31,0.25,2,117,0,4160,8960
7,3,0.12,6,0.75,0.25,2,118,0,4160,8960
8,1,0.02,0,0.75,0.50,2,124,0,2496,6720
8,2,0.12,2,0.75,0.50,2,125,0,2496,6720
7,2,,4,1.13,0.28,2,3,0,4056,7849
4,3,,3,0.76,0.44,1,124,0,2982,7894
10,3,0.10,6,0.81,0.25,1,124,0,4480,8960
10,4,0.10,7,0.99,0.25,2,108,0,4480,8960
7,3,0.13,10,0.75,0.25,2,122,0,4160,8960
4,2,,3,0.79,0.50,1,115,0,2496,6976
13,2,0.08,5,0.75,0.50,2,145,0,2496,6464
12,2,0.17,5,0.75,0.50,2,141,0,2496,6720
6,1,,2,1.50,0.30,2,77,0,3525,7503
14,4,0.15,6,1.01,0.25,2,154,0,4160,8960
9,1,,2,1.50,0.50,2,24,0,2496,6964
13,1,,2,1.50,0.50,2,42,0,2496,6802
1,4,0.05,6,1.50,0.50,1,4,0,2496,6976
1,3,,5,1.34,0.50,1,3,0,2078,6945
1,1,,2,1.50,0.50,1,0,0,2496,6976
2,4,0.13,13,0.90,0.50,1,19,0,2496,6976
2,2,,5,1.41,0.50,1,4,0,959,6349
6,2,0.03,3,1.33,0.50,1,56,0,2109,5477
2,3,0.14,13,0.75,0.50,1,20,0,2496,6976
2,4,0.14,15,0.75,0.50,1,20,0,2496,6976
2,4,0.14,12,0.81,0.50,1,15,0,2496,6976
2,4,0.14,16,0.75,0.50,1,20,0,2675,6976
1,5,,12,1.18,0.50,1,4,0,3324,6976
2,5,0.14,19,1.08,0.50,1,16,0,2496,6976
3,3,0.12,5,0.75,0.25,1,32,0,4480,8960
3,2,0.10,3,0.91,0.25,1,34,0,4480,8960
4,1,0.12,3,1.25,0.25,1,44,0,4480,8960
3,2,0.07,14,0.79,0.25,1,42,0,4480,8960
11,4,0.14,19,1.12,0.25,1,66,0,3855,8960
3,1,0.11,1,0.88,0.25,1,38,0,4480,8960
4,2,0.12,8,1.14,0.25,1,44,0,4480,8960
9,2,0.06,3,1.50,0.50,1,53,0,2112,6709
9,3,0.11,3,1.50,0.50,1,53,0,2112,6670
9,2,0.11,3,1.50,0.50,1,54,0,2112,6622
12,5,0.17,20,0.90,0.50,1,79,0,2496,6720
10,2,0.04,3,1.50,0.25,1,62,0,4480,8960
10,2,0.07,6,1.50,0.25,1,62,0,4480,8960
4,2,0.08,9,1.50,0.25,1,46,0,4480,8960
11,3,0.04,14,0.80,0.25,1,69,0,4160,8960
11,2,0.05,9,0.75,0.25,1,73,0,4160,8960
11,3,0.06,9,0.75,0.25,1,74,0,4160,8960
11,3,0.05,9,0.75,0.25,1,73,0,4160,8960
11,3,0.05,9,0.75,0.25,1,74,0,4160,8960
11,5,0.09,19,0.75,0.25,1,76,0,4160,8960
11,9,0.13,26,0.75,0.25,1,78,0,4160,8960
2,4,,14,1.45,0.43,1,31,0,2883,7739
11,6,0.11,19,0.75,0.25,1,78,0,4160,8960
11,8,0.15,27,0.75,0.25,1,78,0,4160,8960
11,8,0.13,21,0.75,0.25,1,78,0,4160,8960
3,4,,8,1.19,0.50,1,11,0,2400,6705
10,2,0.03,2,0.75,0.50,1,96,0,2496,6720
7,2,0.14,4,0.94,0.50,2,145,0,2496,6552
4,4,,7,0.88,0.50,1,41,0,2496,6926
14,4,0.09,9,0.75,0.50,2,140,0,2676,6464
12,5,0.16,8,0.75,0.50,1,97,0,2496,6720
7,2,0.04,4,0.87,0.50,2,127,0,2496,6464
10,2,0.07,1,1.02,0.50,2,98,0,2496,6720
7,2,0.13,6,1.00,0.25,2,117,0,4160,8960
8,1,0.06,1,1.34,0.25,2,116,0,4160,8960
11,3,0.11,8,0.75,0.25,2,119,0,4160,8960
7,2,0.10,8,0.75,0.25,2,119,0,4160,8960
8,2,0.17,3,0.75,0.50,2,125,0,2496,6720
8,1,0.08,0,0.75,0.50,2,124,0,2496,6720
7,2,,3,1.31,0.43,1,1,0,3376,7267
3,4,,11,1.04,0.48,1,38,0,2747,7860
10,2,0.08,7,1.13,0.25,1,109,0,4480,8960
7,4,0.13,7,0.91,0.25,2,115,0,4480,8960
10,2,0.08,9,0.75,0.25,2,120,0,4160,8960
2,2,,3,1.36,0.50,1,99,0,2496,6976
13,2,0.15,3,0.75,0.50,2,146,0,2496,6468
10,2,0.09,5,0.75,0.50,2,132,0,2496,6720
1,1,,2,1.50,0.46,1,53,0,3027,7426
11,3,0.13,8,0.96,0.25,2,142,0,4160,8960
3,1,,2,1.50,0.50,1,21,0,2496,6971
6,2,,4,1.50,0.50,1,20,0,2496,6968
1,6,0.20,17,1.50,0.50,1,5,1,2496,6976
1,7,0.24,22,1.50,0.50,1,6,1,2496,6976
1,8,0.29,22,1.50,0.50,1,7,1,2496,6976
1,8,0.28,24,1.50,0.50,1,7,1,2496,6976
1,11,0.38,30,1.50,0.50,1,9,1,2496,6976
1,11,0.40,32,1.50,0.50,1,10,1,2496,6976
1,12,0.41,36,1.50,0.50,1,12,1,2496,6976
1,13,0.47,39,1.50,0.50,1,12,1,2496,6976
1,14,0.45,43,1.50,0.50,1,13,1,2496,6976
1,16,0.48,48,1.50,0.50,1,15,1,2496,6976
1,13,,31,1.50,0.50,1,9,1,2496,6976
1,16,0.45,46,1.50,0.50,1,15,1,2496,6976
2,8,0.25,36,0.75,0.50,1,25,1,2496,6976
2,9,0.26,39,0.75,0.50,1,25,1,2496,6976
3,9,0.30,42,0.75,0.34,1,35,1,3520,8432
2,12,0.42,54,0.75,0.50,1,27,1,2496,6976
2,13,0.43,60,0.75,0.50,1,29,1,2496,6976
2,13,0.48,50,0.91,0.50,1,27,1,2496,6976
2,13,0.54,66,0.75,0.50,1,27,1,3520,8000
3,7,0.21,37,0.75,0.25,1,36,1,3520,8960
3,9,0.23,39,0.75,0.25,1,38,1,3520,8960
3,12,0.27,62,0.75,0.25,1,38,1,4480,8960
3,10,0.24,50,0.75,0.25,1,39,1,3520,8960
3,12,0.28,60,0.75,0.25,1,40,1,4160,8960
3,12,0.32,62,0.75,0.25,1,41,1,4160,8960
3,14,0.37,71,0.75,0.25,1,43,1,4480,8960
3,15,0.51,74,0.75,0.25,1,43,1,4480,8960
3,16,0.54,76,0.75,0.25,1,44,1,4480,8960
6,3,0.22,18,1.50,0.25,1,53,1,4160,8960
4,4,0.40,21,1.50,0.25,1,49,1,4160,8960
4,5,0.33,25,1.50,0.25,1,49,1,4160,8960
4,6,0.38,24,1.50,0.25,1,49,1,4160,8960
4,4,0.40,26,1.50,0.25,1,51,1,4160,8960
9,7,0.29,31,1.50,0.50,1,58,1,2496,6720
9,5,0.32,26,1.50,0.50,1,56,1,2496,6720
9,6,0.44,34,1.50,0.50,1,58,1,2496,6720
9,6,0.52,34,1.50,0.50,1,58,1,2496,6720
10,5,0.28,26,1.50,0.25,1,66,1,4160,8960
10,6,0.39,31,1.50,0.25,1,66,1,4160,8960
10,7,0.40,30,1.50,0.25,1,67,1,4160,8960
10,9,0.48,45,1.50,0.25,1,68,1,4160,8960
10,8,0.44,43,1.50,0.25,1,67,1,4160,8960
11,11,0.20,39,0.75,0.25,1,81,1,4160,8960
10,11,0.23,45,1.14,0.25,1,79,1,4160,8960
11,13,0.26,56,0.75,0.25,1,84,1,4160,8960
2,10,,22,0.77,0.40,1,40,1,3831,8349
11,12,0.27,57,0.75,0.25,1,85,1,4160,8960
11,17,0.39,70,0.75,0.25,1,86,1,4160,8960
3,13,,65,1.36,0.40,1,73,1,2537,7320
11,18,0.43,72,0.75,0.25,1,88,1,4160,8960
11,19,0.50,82,0.75,0.25,1,89,1,4160,8960
11,20,0.56,84,0.75,0.25,1,90,1,4160,8960
11,20,0.64,91,0.75,0.25,1,91,1,4160,8960
11,20,0.67,94,0.75,0.25,1,92,1,4160,8960
12,8,0.30,31,0.75,0.50,1,102,1,2496,6720
12,12,0.49,37,0.75,0.50,1,104,1,2496,6720
12,11,0.35,47,0.75,0.50,1,102,1,2496,6720
9,10,,32,1.34,0.50,1,100,1,2496,6816
13,9,0.41,45,0.75,0.50,2,117,1,2496,6464
12,11,0.45,51,0.75,0.50,1,105,1,2496,5285
12,14,0.51,63,0.75,0.50,1,106,1,2496,6720
12,13,0.51,63,0.75,0.50,1,106,1,2496,6720
12,13,0.44,60,0.75,0.50,1,106,1,2496,6464
5,6,0.30,8,1.49,0.50,1,109,1,2496,6976
5,3,0.35,7,1.50,0.50,2,112,1,2496,6976
5,5,0.53,9,1.50,0.50,2,112,1,2496,6976
9,4,0.29,17,0.75,0.25,2,123,1,4160,8960
7,6,0.48,15,1.26,0.25,2,123,1,4480,8960
7,6,0.37,16,0.75,0.25,2,124,1,4160,8960
8,5,0.40,19,0.75,0.25,2,125,1,4160,8960
3,7,,20,0.97,0.47,1,9,1,2765,7582
10,3,0.28,8,0.75,0.50,2,126,1,2496,6720
8,4,,8,0.99,0.50,1,29,1,2496,6759
8,5,0.46,9,0.75,0.50,2,128,1,2496,6720
8,6,0.51,12,0.75,0.50,2,129,1,2496,6720
13,8,0.39,18,0.75,0.25,2,135,1,4160,8960
13,7,0.47,20,0.75,0.25,2,136,1,4160,8960
13,9,0.51,25,0.75,0.25,2,137,1,4160,8960
13,9,0.53,25,0.75,0.25,2,137,1,4160,8960
13,10,0.61,27,0.75,0.25,2,137,1,4160,8960
14,3,0.24,7,1.32,0.50,2,152,1,2496,6720
8,9,,22,1.14,0.50,2,60,1,2496,6734
12,7,0.35,51,0.75,0.50,1,150,1,2496,6464
14,8,0.56,15,0.75,0.50,2,150,1,2496,6464
15,3,0.37,7,1.50,0.25,2,156,1,4160,8960
15,4,0.44,11,1.50,0.25,2,157,1,4160,8960
15,5,0.38,12,1.50,0.25,2,158,1,4160,8960
9,6,0.50,31,0.78,0.25,2,124,1,4480,8960
16,4,0.24,5,1.50,0.50,2,164,1,2496,6720
3,6,,6,1.50,0.50,2,137,1,2496,6973
16,3,0.24,4,1.50,0.50,2,164,1,2496,6720
16,5,0.52,9,1.50,0.50,2,166,1,2496,6720
1,6,0.20,16,1.50,0.50,1,6,1,2496,6976
1,10,0.31,30,1.50,0.50,1,7,1,2496,6976
1,7,0.27,23,1.50,0.50,1,7,1,2496,6976
1,8,0.27,23,1.50,0.50,1,7,1,2496,6976
1,11,0.42,31,1.50,0.50,1,9,1,2496,6976
1,11,0.36,32,1.50,0.50,1,11,1,2496,6976
1,13,0.42,37,1.50,0.50,1,12,1,2496,6976
1,13,0.41,37,1.50,0.50,1,12,1,2496,6976
1,13,0.45,42,1.50,0.50,1,12,1,2496,6976
1,14,0.47,39,1.50,0.50,1,13,1,2496,6976
1,12,,31,1.50,0.50,1,9,1,2496,6976
1,12,0.39,51,1.00,0.50,1,23,1,2496,6976
2,9,0.27,39,0.75,0.50,1,25,1,2496,6976
2,10,0.28,38,0.75,0.50,1,25,1,2496,6976
2,9,0.37,71,0.75,0.36,1,33,1,3520,8417
1,15,0.42,49,1.32,0.50,1,22,1,2496,6976
2,13,0.46,62,0.75,0.50,1,29,1,2496,6976
1,14,0.48,47,0.98,0.50,1,24,1,2496,6976
2,11,0.36,55,0.75,0.49,1,30,1,3520,8127
3,8,0.22,47,0.75,0.25,1,37,1,3520,8960
3,8,0.20,34,0.75,0.25,1,36,1,3520,8960
3,14,0.31,68,0.75,0.25,1,39,1,4480,8960
3,9,0.25,51,0.75,0.25,1,39,1,3520,8960
3,7,0.30,34,1.04,0.25,1,47,1,4160,8960
4,11,0.45,45,1.10,0.25,1,43,1,4160,8960
7,8,0.32,23,0.75,0.25,1,115,1,4480,8960
3,16,0.53,71,0.75,0.25,1,44,1,4480,8960
3,16,0.42,70,0.75,0.25,1,43,1,4480,8960
10,5,0.22,19,1.50,0.25,1,64,1,4160,8960
4,4,0.41,23,1.50,0.25,1,49,1,4160,8960
4,4,0.34,23,1.50,0.25,1,49,1,4160,8960
10,6,0.42,28,1.50,0.25,1,62,1,4160,8960
4,5,0.35,25,1.50,0.25,1,50,1,4160,8960
12,7,0.24,31,0.87,0.50,1,92,1,2496,6720
10,7,0.28,29,0.88,0.50,1,85,1,2496,6720
9,7,0.43,34,1.50,0.50,1,58,1,2496,6720
9,8,0.62,36,1.50,0.50,1,59,1,2496,6720
4,5,0.27,23,1.50,0.25,1,51,1,4160,8960
10,7,0.44,37,1.50,0.25,1,67,1,4160,8960
10,7,0.37,27,1.50,0.25,1,66,1,4160,8960
10,7,0.40,26,1.50,0.25,1,67,1,4160,8960
11,11,0.29,44,0.83,0.25,1,81,1,4160,8960
10,11,0.26,44,1.00,0.25,1,79,1,4160,8960
11,13,0.26,51,0.75,0.25,1,83,1,4160,8960
11,12,0.20,40,0.75,0.25,1,82,1,4160,8960
1,8,,20,1.39,0.42,1,22,1,3233,7979
11,12,0.24,50,0.75,0.25,1,84,1,4160,8960
11,18,0.41,74,0.75,0.25,1,88,1,4160,8960
2,6,,49,1.41,0.50,1,25,1,2524,7108
11,17,0.40,74,0.75,0.25,1,88,1,4160,8960
11,20,0.57,84,0.75,0.25,1,90,1,4160,8960
11,21,0.64,93,0.75,0.25,1,92,1,4160,8960
11,19,0.60,88,0.75,0.25,1,91,1,4160,8960
11,20,0.59,90,0.75,0.25,1,91,1,4160,8960
12,7,0.23,29,0.75,0.50,1,101,1,2496,6720
12,10,0.28,34,0.75,0.50,1,101,1,2496,6720
12,13,0.44,61,0.75,0.50,1,105,1,2496,6720
4,9,,32,1.46,0.50,1,10,1,2496,6915
12,10,0.39,48,0.75,0.50,1,103,1,2496,6682
13,9,0.55,35,0.75,0.50,2,141,1,2496,6082
12,12,0.49,56,0.75,0.50,1,106,1,2496,6720
12,13,0.50,62,0.75,0.50,1,106,1,2496,6720
13,10,0.59,45,0.75,0.50,2,106,1,2496,6464
5,5,0.34,10,1.50,0.50,1,107,1,2496,6976
4,6,0.38,18,1.15,0.50,1,103,1,2496,6976
5,4,0.43,6,1.50,0.50,2,111,1,2496,6976
9,4,0.42,18,0.75,0.25,2,127,1,4160,8960
7,8,0.24,25,0.75,0.25,1,116,1,4480,8960
9,6,0.40,16,0.75,0.25,2,122,1,4160,8960
11,6,0.34,16,0.75,0.25,2,135,1,4160,8960
1,6,,17,1.10,0.49,1,6,1,2577,7373
10,4,0.31,9,0.75,0.50,2,127,1,2496,6720
3,7,,16,1.30,0.50,1,25,1,2496,6849
8,5,0.38,9,0.75,0.50,2,128,1,2496,6720
8,3,0.44,9,0.75,0.50,2,128,1,2496,6720
13,9,0.53,25,0.75,0.25,2,136,1,4160,8960
10,8,0.47,19,0.75,0.25,2,134,1,4160,8960
13,9,0.55,26,0.75,0.25,2,138,1,4160,8960
13,9,0.49,21,0.75,0.25,2,136,1,4160,8960
13,9,0.55,25,0.75,0.25,2,137,1,4160,8960
14,5,0.46,9,0.90,0.50,2,152,1,2496,6720
2,9,,25,1.38,0.50,1,17,1,2496,6830
12,11,0.38,57,0.75,0.50,1,118,1,2496,6464
14,8,0.50,15,0.75,0.50,2,151,1,2496,6464
15,4,0.38,14,1.32,0.25,2,155,1,4160,8960
15,4,0.30,13,1.31,0.25,2,158,1,4160,8960
15,5,0.32,9,1.50,0.25,2,158,1,4160,8960
5,14,0.53,46,0.76,0.25,2,87,1,4480,8960
16,4,0.40,8,1.50,0.50,2,165,1,2496,6720
2,6,,13,1.50,0.50,1,19,1,2496,6973
8,6,0.44,9,1.15,0.50,2,136,1,2496,6720
16,4,0.43,6,1.50,0.50,2,165,1,2496,6720
9,9,0.81,45,1.45,0.50,1,66,2,2114,6464
10,11,0.71,48,1.16,0.25,1,71,2,4475,8960
11,22,0.76,105,0.75,0.25,1,93,2,4160,8960
8,9,0.77,17,1.42,0.50,2,127,2,2496,6599
13,12,0.86,32,0.80,0.25,2,140,2,4160,8960
13,12,0.94,35,0.75,0.25,2,141,2,4160,8960
13,13,1.07,38,0.75,0.25,2,142,2,4160,8960
13,14,1.44,42,0.75,0.25,2,143,2,4160,8960
13,15,1.52,43,0.75,0.25,2,144,2,4160,8960
14,10,0.91,24,0.75,0.50,2,152,2,2496,6464
14,10,1.12,23,0.75,0.50,2,151,2,2496,6464
15,7,0.90,21,1.23,0.25,2,159,2,4160,8960
11,9,0.81,30,0.98,0.50,1,115,2,2298,6464
11,12,0.77,45,0.99,0.25,2,80,2,4335,8960
11,19,0.97,102,0.75,0.25,1,97,2,4160,8960
12,10,0.90,24,1.08,0.26,2,138,2,3558,8230
15,10,0.70,29,1.02,0.25,2,141,2,4160,8960
13,12,0.98,35,0.75,0.25,2,141,2,4160,8960
13,13,1.17,41,0.75,0.25,2,143,2,4160,8960
13,14,1.10,39,0.75,0.25,2,143,2,4160,8960
13,14,1.47,37,0.75,0.25,2,143,2,4160,8960
11,9,0.81,43,1.31,0.50,2,127,2,2155,6464
11,9,1.12,19,0.94,0.50,2,129,2,2496,6509
15,8,1.12,26,1.04,0.25,2,152,2,4160,8960
9,9,0.81,44,1.37,0.50,1,89,2,2133,6464
11,11,0.72,40,1.00,0.25,1,80,2,4334,8960
11,19,0.90,105,0.75,0.25,1,95,2,4160,8960
8,9,0.76,28,1.07,0.50,2,111,2,2364,6551
14,13,1.23,33,0.78,0.25,2,140,2,4160,8960
13,12,0.94,34,0.75,0.25,2,141,2,4160,8960
13,13,1.07,39,0.75,0.25,2,143,2,4160,8960
13,14,1.12,39,0.75,0.25,2,143,2,4160,8960
13,14,1.44,41,0.75,0.25,2,143,2,4160,8960
12,9,0.81,29,0.94,0.50,1,136,2,2308,6464
13,9,1.11,21,0.80,0.50,2,146,2,2496,6471
15,8,0.81,24,1.05,0.25,2,151,2,4160,8960
12,9,0.81,38,1.23,0.50,2,125,2,2199,6464
11,11,0.77,45,0.93,0.25,2,83,2,4334,8960
13,15,0.95,66,0.77,0.25,2,134,2,4171,8960
14,9,0.97,25,1.10,0.25,2,141,2,3986,8369
14,11,0.72,31,0.91,0.25,2,140,2,4160,8960
13,13,1.04,39,0.75,0.25,2,142,2,4160,8960
13,14,1.19,41,0.75,0.25,2,143,2,4160,8960
13,14,1.08,38,0.75,0.25,2,142,2,4160,8960
13,14,1.36,37,0.75,0.25,2,143,2,4160,8960
12,9,0.81,41,1.28,0.50,2,128,2,2163,6464
13,9,1.13,19,0.91,0.50,2,137,2,2496,6502
15,7,1.08,25,1.09,0.25,2,159,2,4160,8960
9,9,0.81,45,1.39,0.50,1,82,2,2123,6464
10,16,0.71,94,1.01,0.25,1,73,2,4335,8960
11,21,0.77,105,0.75,0.25,1,93,2,4160,8960
10,9,0.84,19,1.25,0.50,2,129,2,2496,6545
13,11,0.97,33,0.75,0.25,2,140,2,4160,8960
13,12,0.95,35,0.75,0.25,2,141,2,4160,8960
13,13,1.04,39,0.75,0.25,2,142,2,4160,8960
13,14,1.50,41,0.75,0.25,2,143,2,4160,8960
13,14,1.42,42,0.75,0.25,2,144,2,4160,8960
14,9,0.95,21,0.76,0.50,2,148,2,2496,6467
14,10,1.14,22,0.76,0.50,2,145,2,2496,6465
15,8,0.71,24,1.07,0.25,2,151,2,4160,8960
12,9,0.81,29,0.94,0.50,1,136,2,2307,6464
11,12,0.77,45,0.97,0.25,2,80,2,4334,8960
13,16,0.99,69,0.75,0.25,2,135,2,4160,8960
12,10,1.15,25,0.88,0.25,2,138,2,3880,8369
15,9,0.70,29,1.01,0.25,2,141,2,4160,8960
13,13,1.01,37,0.75,0.25,2,141,2,4160,8960
13,13,1.19,41,0.75,0.25,2,143,2,4160,8960
13,14,1.10,39,0.75,0.25,2,143,2,4160,8960
13,14,1.36,37,0.75,0.25,2,143,2,4160,8960
11,9,0.81,44,1.32,0.50,2,125,2,2154,6464
12,9,1.12,19,0.87,0.50,2,130,2,2496,6499
15,8,1.02,25,1.04,0.25,2,151,2,4160,8960
12,9,0.81,44,1.33,0.50,2,124,2,2154,6464
13,11,1.05,39,0.90,0.25,2,127,2,4201,8960
11,19,0.87,104,0.75,0.25,1,98,2,4160,8960
9,9,0.78,29,1.02,0.50,2,113,2,2343,6529
13,13,1.08,35,0.75,0.25,2,141,2,4160,8960
13,12,0.99,35,0.75,0.25,2,141,2,4160,8960
13,13,1.08,39,0.75,0.25,2,143,2,4160,8960
13,14,1.12,39,0.75,0.25,2,143,2,4160,8960
13,14,1.13,39,0.75,0.25,2,143,2,4160,8960
12,9,0.81,34,1.26,0.50,2,129,2,2169,6464
13,9,1.12,19,0.89,0.50,2,130,2,2496,6495
15,8,0.81,24,1.08,0.25,2,152,2,4160,8960
12,9,0.81,29,0.94,0.50,2,137,2,2320,6464
13,12,0.94,66,0.84,0.25,2,121,2,4174,8960
13,15,1.48,49,0.75,0.25,2,135,2,4160,8960
13,10,0.78,26,1.09,0.25,2,139,2,3703,8369
13,12,0.85,33,0.90,0.25,2,140,2,4160,8960
13,13,1.05,39,0.75,0.25,2,142,2,4160,8960
13,14,1.19,41,0.75,0.25,2,143,2,4160,8960
13,13,1.08,38,0.75,0.25,2,142,2,4160,8960
13,14,1.25,38,0.75,0.25,2,142,2,4160,8960
11,9,0.81,37,1.28,0.50,1,125,2,2168,6464
10,9,0.90,18,1.30,0.50,2,136,2,2492,6540
15,8,0.97,25,1.13,0.25,2,155,2,4160,8960
9,9,0.81,45,1.41,0.50,1,73,2,2118,6464
11,11,0.73,47,1.00,0.25,2,80,2,4424,8960
11,21,0.77,105,0.75,0.25,1,93,2,4160,8960
9,9,0.84,17,1.35,0.50,2,132,2,2496,6574
13,12,0.94,33,0.83,0.25,2,140,2,4160,8960
13,12,1.06,35,0.75,0.25,2,141,2,4160,8960
13,13,1.06,38,0.75,0.25,2,142,2,4160,8960
13,14,1.40,41,0.75,0.25,2,143,2,4160,8960
13,15,1.43,42,0.75,0.25,2,144,2,4160,8960
14,9,0.90,22,0.76,0.50,2,150,2,2496,6464
14,10,1.06,20,0.77,0.50,2,149,2,2496,6464
15,7,0.90,22,1.32,0.25,2,158,2,4160,8960
12,9,0.81,29,0.93,0.50,2,132,2,2306,6464
11,11,0.76,45,1.00,0.25,1,81,2,4334,8960
11,20,0.93,103,0.75,0.25,1,96,2,4160,8960
14,9,0.73,26,1.08,0.25,2,140,2,3910,8369
15,9,0.70,29,1.01,0.25,2,141,2,4160,8960
13,13,0.99,37,0.75,0.25,2,141,2,4160,8960
13,13,1.17,41,0.75,0.25,2,143,2,4160,8960
13,14,1.11,39,0.75,0.25,2,143,2,4160,8960
13,14,1.26,37,0.75,0.25,2,143,2,4160,8960
11,9,0.81,42,1.31,0.50,2,126,2,2156,6464
13,9,1.13,19,0.87,0.50,2,130,2,2496,6498
15,8,1.12,25,1.04,0.25,2,151,2,4160,8960
9,9,0.81,44,1.40,0.50,1,83,2,2123,6464
11,11,0.75,48,1.01,0.25,1,75,2,4335,8960
11,19,0.88,104,0.75,0.25,1,97,2,4160,8960
9,9,0.78,28,0.98,0.50,2,118,2,2345,6509
13,13,1.29,34,0.75,0.25,2,141,2,4160,8960
