FH,SH,TH,DY,Fb,OH,UP,DK,DJ,class
-0.714286,-0.894737,-0.6,-0.666667,-0.988946,-0.606306,0.996765,-1,0.99483,1
-1,-0.684211,-0.6,-0.666667,-0.995748,-0.356283,0.896231,-0.442076,0.643509,0
-0.6,-0.428571,-1,-1,-0.979014,-0.59705,-1,0.946365,0.783117,1
-1,-0.894737,0.6,0.333333,-0.991497,-0.211939,0.982792,-1,0.976259,1
0.2,-0.714286,-0.75,-0.75,-0.987408,-0.252067,0.982386,0.578553,0.102851,0
-1,-0.684211,-0.6,-0.666667,-0.997449,0.395334,0.944506,-0.548588,0.93203,1
-1,-0.684211,-0.6,-0.666667,-0.997449,0.358568,0.93984,0.226797,0.887514,1
-0.714286,-0.894737,-0.6,-0.666667,-0.995748,-0.640106,0.869808,-1,0.774064,0
-0.2,-1,-1,-1,-0.993704,-0.901732,-1,0.930616,0.705782,0
-1,-0.428571,-0.5,-0.5,-1,-0.324531,0.998422,-1,0.996162,1
-1,-0.428571,-1,-1,-0.993704,0.025845,-1,0.738317,0.1775,0
-0.714286,-0.684211,-1,-1,-0.997449,-0.447758,-1,0.999798,0.999575,1
0.142857,-1,-1,-0.833333,-0.895408,-0.903327,0.597204,0.124845,0.746575,0
-1,-0.789474,-1,-1,-0.995748,-0.320767,-1,0.926988,0.909106,1
-1,-0.789474,0.4,0.166667,-0.991497,-0.251438,0.994622,-1,0.990168,1
-1,-0.684211,-0.6,-0.666667,-0.997449,0.391761,0.95382,-0.561375,0.886299,1
-1,0.714286,0.5,0.5,-0.951731,-0.328963,0.840713,-1,0.488712,0
-0.714286,-0.684211,-1,-1,-0.997449,-0.292975,0.870899,0.975185,0.966584,1
-0.428571,-1,-0.8,-0.833333,-0.997449,-0.683549,0.999494,-0.547406,0.99379,1
-1,-0.789474,0.2,0,-0.991497,-0.278341,0.994622,-0.777773,0.990124,1
-1,-0.789474,-0.6,-0.666667,-0.995748,0.088108,0.807536,-1,0.769898,0
-0.714286,-0.894737,-0.6,-0.666667,-0.990646,-0.603358,0.998655,-1,0.997791,1
-0.428571,-1,-0.8,-0.833333,-0.997449,-0.686293,0.999148,-0.547406,0.972212,1
-1,-0.428571,-0.5,-0.5,-0.993704,-0.50529,0.999437,0.998616,0.994684,1
-1,-0.428571,-0.5,-0.5,-0.989507,-0.273475,0.742908,-1,0.186805,0
-0.714286,-0.894737,-0.8,-0.833333,-0.994048,-0.568042,-0.043431,0.991288,0.951403,1
-0.714286,-0.894737,-0.6,-0.666667,-0.997449,-0.023761,0.999626,-1,0.998975,1
-0.6,-0.714286,0.25,0.25,-0.972718,-0.466048,0.995084,-1,0.980326,1
-1,-0.789474,0.4,0.166667,-0.991497,-0.249033,0.994622,-1,0.990168,1
-0.714286,-0.894737,-0.6,-0.666667,-0.997449,-0.050761,0.999275,-1,0.990698,1
-0.6,-0.142857,-0.75,-0.75,-0.979014,-0.548971,-0.777775,0.946365,0.770501,0
-0.714286,-0.789474,-0.6,-0.666667,-0.993197,-0.264195,0.980225,0.365065,0.931218,1
-0.142857,-0.894737,-1,-1,-0.997449,-0.938643,-1,0.999508,0.997164,1
-0.428571,-1,-0.8,-0.833333,-0.997449,-0.680415,0.998572,-0.547406,0.990958,1
-0.428571,-1,-0.6,-0.666667,-0.995748,0.073374,0.991369,-1,0.988792,1
0.142857,-0.578947,-1,-1,-0.997449,-0.403652,-1,0.996345,0.994275,1
-0.6,-0.428571,-1,-1,-0.979014,-0.59705,-1,0.946365,0.781276,1
-1,-0.789474,-1,-1,-0.997449,-0.388241,-1,0.99006,0.985371,1
-1,-0.142857,-0.25,-0.25,-0.972718,-0.640247,0.997788,-1,0.976224,1
-1,-0.428571,-0.5,-0.5,-0.970619,-0.426738,0.976834,-0.123402,0.904864,1
-0.428571,-1,-0.8,-0.833333,-0.997449,-0.688374,0.999313,-0.547406,0.993483,1
-1,-0.789474,0.4,0.166667,-0.991497,-0.24872,0.994622,-1,0.990168,1
-0.2,-0.714286,-0.25,-0.25,-0.995803,-0.452435,0.994661,-1,0.979071,1
-1,-0.789474,-1,-1,-0.997449,0.2762,-1,0.999517,0.998874,1
-0.714286,-0.684211,-1,-1,-0.997449,-0.246914,-1,0.962639,0.951136,1
0.2,-1,-0.75,-0.75,-0.993704,-0.691025,0.990637,0.475342,0.66764,0
-0.142857,-0.894737,-0.8,-0.666667,-0.998299,-0.350325,0.999591,0.996757,0.995604,1
-1,-0.789474,-1,-1,-0.997449,0.300997,0.287641,0.999554,0.999029,1
-0.714286,-0.894737,-0.6,-0.666667,-0.997449,0.01303,0.999679,-1,0.998816,1
-0.714286,-0.684211,-1,-1,-0.997449,-0.479585,-1,0.999822,0.999064,1
0.2,-0.714286,-0.75,-0.75,-0.987408,-0.323426,0.941282,0.474672,-0.471447,0
-0.714286,-0.894737,-0.6,-0.666667,-0.997449,-0.084294,0.9938,-1,0.975471,1
-1,-0.789474,-1,-1,-0.997449,0.282902,-1,0.999413,0.998393,1
-1,-0.684211,-0.6,-0.666667,-0.997449,0.402305,0.950726,-0.547025,0.911878,1
-0.714286,-0.789474,-0.6,-0.666667,-0.992347,-0.130005,0.95914,-0.281941,0.776385,0
-0.6,-0.714286,-0.5,-0.5,-0.991606,-0.709084,0.995003,0.484098,0.810395,1
-1,0.714286,0.5,0.5,-0.951731,-0.145319,0.834372,-1,0.482241,0
-0.714286,-0.789474,-0.6,-0.666667,-0.991497,-0.211872,0.98039,0.352209,0.953959,1
-0.428571,-1,-0.8,-0.833333,-0.997449,-0.683489,0.999554,-0.547406,0.993919,1
-0.142857,-0.789474,-1,-1,-0.992347,-0.11764,-1,0.63666,0.55101,0
-1,-0.789474,-0.6,-0.666667,-0.997449,0.461399,0.999615,-1,0.997993,1
-1,0.142857,0,0,-0.981112,-0.430344,0.92512,-1,0.426501,0
-0.2,-1,-1,-1,-0.993704,-0.900529,-1,0.908702,0.64997,0
-1,-0.789474,-1,-1,-0.997449,0.279038,0.546928,0.993829,0.99917,1
-0.142857,-0.894737,-0.6,-0.666667,-0.997449,-0.344855,0.999726,0.998561,0.998849,1
-1,-0.789474,-1,-1,-0.997449,0.276767,-1,0.999443,0.998869,1
-1,-0.684211,-0.6,-0.666667,-0.997449,0.382125,0.950136,-0.552011,0.938719,1
-0.714286,-0.894737,-0.6,-0.666667,-0.989796,-0.597205,0.99895,-1,0.998382,1
-1,-0.789474,-1,-1,-0.997449,-0.399737,-1,0.987268,0.982449,1
-1,-0.142857,-0.5,-0.5,-0.989507,-0.427746,0.983453,-0.465537,0.93152,1
-1,-0.894737,0.8,0.5,-0.991497,-0.178259,0.992726,-1,0.989985,1
-1,-0.789474,-0.6,-0.666667,-0.997449,0.458614,0.999633,-1,0.999191,1
-1,-0.894737,-1,-1,-0.995748,-0.591228,-1,0.996361,0.984355,1
-1,-0.789474,0.4,0.166667,-0.991497,-0.249525,0.994622,-1,0.990167,1
-0.6,-0.428571,-1,-1,-0.979014,-0.59705,-1,0.946365,0.780977,1
-0.142857,-0.684211,-0.8,-0.833333,-0.998299,-0.248202,0.923074,0.994751,0.97062,1
-0.2,-1,-1,-1,-0.993704,-0.898536,-1,0.901991,0.686273,0
-1,-0.789474,-1,-1,-0.997449,0.275067,-1,0.999582,0.99907,1
-0.6,-0.428571,-1,-1,-0.979014,-0.59705,-1,0.946365,0.782938,1
-0.6,-0.428571,-0.75,-0.75,-0.991606,-0.384814,0.999106,0.533733,0.765287,0
-1,-0.789474,0.4,0.166667,-1,-0.25315,0.998837,-1,0.980976,1
-0.428571,-1,-0.8,-0.833333,-0.997449,-0.68967,0.998904,-0.570057,0.992242,1
-1,-0.894737,0.8,0.5,-0.991497,-0.195786,0.990065,-1,0.986187,1
-1,-0.789474,-1,-1,-0.995748,-0.330249,-1,0.916663,0.892506,1
-1,-0.473684,-1,-1,-0.996599,-0.07396,-1,0.987084,0.978921,1
-0.714286,-0.894737,-0.6,-0.666667,-0.988095,-0.493175,0.997921,-0.251868,0.99754,1
0.6,-0.714286,-0.75,-0.5,-0.895068,-0.633137,0.95327,0.060199,0.866364,1
-0.2,-1,-1,-1,-0.993704,-0.899721,-1,0.946251,0.778308,0
-0.6,-0.714286,0,0,-0.968521,-0.526158,0.993342,-1,0.969444,1
-1,-0.789474,0.4,0.166667,-0.991497,-0.2523,0.994622,-1,0.990168,1
-0.6,-0.142857,-0.75,-0.75,-0.979014,-0.546952,-0.777775,0.946365,0.756597,0
-0.6,-0.428571,-1,-1,-0.979014,-0.59705,-1,0.946365,0.856528,1
0.2,-0.142857,-0.5,-0.5,-0.932844,-0.377025,0.883343,0.53564,-0.06532,0
0.6,-0.714286,-0.75,-0.5,-0.895068,-0.633137,0.952305,0.060199,0.905252,1
-1,-0.789474,-0.6,-0.666667,-0.997449,0.46017,0.999621,-1,0.998094,1
-1,-0.684211,-0.6,-0.666667,-0.994048,-0.350872,0.968053,-0.272588,0.78466,1
-1,-0.789474,0.4,0.166667,-0.991497,-0.249156,0.994622,-1,0.990167,1
-0.142857,-0.789474,-1,-1,-0.995748,-0.304404,0.403693,0.991122,0.983992,1
-0.428571,-1,-0.8,-0.833333,-0.997449,-0.681947,0.999616,-0.547406,0.94489,1
-1,-0.684211,-0.4,-0.5,-1,0.948238,0.943771,-1,0.940093,1
-1,-0.142857,-0.25,-0.25,-0.972718,-0.639709,0.997789,-1,0.97623,1
-0.428571,-1,-0.8,-0.833333,-0.997449,-0.67203,0.99937,-0.547406,0.994362,1
-0.428571,-1,-0.6,-0.666667,-0.990646,-0.388215,0.993036,-1,0.978442,1
-1,-0.684211,-0.6,-0.666667,-0.997449,0.37967,0.95167,-0.550278,0.939512,1
-1,-0.714286,-0.25,-0.25,-0.979014,-0.469776,0.995893,-1,0.970162,1
-1,-0.789474,-0.6,-0.666667,-0.995748,-0.382337,0.98204,-1,0.956411,1
-1,1,0.75,0.75,-0.951731,0.40507,-1,0.847618,0.794131,1
0.6,-0.714286,-0.75,-0.5,-0.895068,-0.633137,0.955136,0.060199,0.756403,0
-0.714286,-0.789474,-0.6,-0.666667,-0.989796,-0.479453,0.973604,0.260329,0.963186,1
-1,-0.789474,-0.6,-0.666667,-0.997449,0.461399,0.999615,-1,0.99739,1
-0.6,-0.714286,0.25,0.25,-0.966422,-0.477883,0.993068,-1,0.974699,1
-0.428571,-1,-0.8,-0.833333,-0.997449,-0.688452,0.999637,-0.570057,0.969094,1
-0.714286,-0.894737,-0.8,-0.833333,-0.990646,-0.400577,0.950438,0.458287,0.426324,0
-1,-0.714286,-0.75,-0.75,-0.993704,-0.727168,-0.777775,0.964142,0.981286,1
-1,-0.894737,-0.8,-0.833333,-0.997449,-0.666071,-0.777769,0.983715,0.9945,1
-0.428571,-1,-0.6,-0.666667,-0.993197,-0.168915,0.995215,-1,0.989878,1
-0.428571,-1,-0.6,-0.666667,-0.995748,-0.387877,0.999062,-1,0.98515,1
-1,-0.789474,0.4,0.166667,-0.991497,-0.249939,0.994622,-1,0.990168,1
-1,-0.684211,-0.6,-0.666667,-0.993197,-0.291558,0.977764,-0.15512,0.957285,1
-0.6,-0.428571,-1,-1,-0.979014,-0.59705,-1,0.946365,0.783963,1
-1,-0.894737,-0.4,-0.5,-0.994898,-0.163708,0.9988,0.917226,0.994688,1
-0.2,-1,-1,-1,-0.993704,-0.900378,-1,0.981306,0.909529,1
-0.714286,-0.684211,-1,-1,-0.996599,-0.836923,-1,0.922015,0.90437,1
-1,-0.894737,0.2,0,-0.991497,-0.311397,0.994622,-1,0.990075,1
-1,-0.789474,-0.6,-0.666667,-0.997449,0.458954,0.999493,-1,0.997628,1
-0.428571,-1,-0.8,-0.833333,-0.997449,-0.679452,0.992243,-0.54929,0.989796,1
-1,-0.789474,-1,-1,-0.997449,0.285809,-1,0.999657,0.999269,1
-0.714286,-0.894737,-0.6,-0.666667,-0.997449,-0.040553,0.9995,-1,0.998579,1
-0.428571,-1,-0.8,-0.833333,-0.997449,-0.681365,0.991369,-0.547406,0.988017,1
-1,-0.142857,-0.5,-0.5,-0.989507,-0.428485,0.98114,-0.460673,0.558974,0
-0.6,-0.428571,-1,-1,-0.979014,-0.59705,-1,0.946365,0.783349,1
-0.714286,-0.684211,-1,-1,-0.996599,-0.902967,-1,0.933276,0.917601,1
-0.428571,-1,-0.8,-0.833333,-0.997449,-0.688091,0.999346,-0.547406,0.962061,1
-1,-0.714286,-0.25,-0.25,-0.979014,-0.469776,0.995893,-1,0.957998,1
-1,-0.894737,-1,-1,-0.997449,-0.328262,-1,0.953907,0.941619,1
-0.428571,-1,-0.6,-0.666667,-0.995748,-0.39048,0.99913,-1,0.963968,1
0.142857,-1,-1,-0.833333,-0.895408,-0.904577,0.597204,0.115937,0.671721,0
0.2,-1,-0.75,-0.75,-0.993704,-0.694387,0.99958,0.40225,0.817722,1
-0.428571,-1,-0.8,-0.833333,-0.997449,-0.679343,0.99861,-0.547406,0.990904,1
-0.428571,-1,-0.6,-0.666667,-0.995748,-0.39048,0.99913,-1,0.99039,1
-0.428571,-1,-0.8,-0.833333,-0.997449,-0.675124,0.999608,-0.54929,0.993182,1
-1,-0.684211,-0.6,-0.666667,-0.995748,-0.244122,0.555787,-0.768726,0.428778,0
-1,-0.684211,-0.6,-0.666667,-0.997449,0.391761,0.95382,-0.561375,0.921438,1
-0.142857,-1,-1,-0.666667,-0.997449,-0.713074,0.28685,-0.312453,0.919352,1
-1,-0.789474,-1,-1,-0.995748,-0.325136,-1,0.908518,0.882285,1
-1,-0.142857,-0.5,-0.5,-0.989507,-0.428485,0.98114,-0.460673,0.925171,1
-1,-0.789474,-1,-1,-0.997449,0.276151,-1,0.999756,0.999513,1
-0.6,-0.428571,-1,-1,-0.979014,-0.59705,-1,0.946365,0.782685,1
-0.428571,-1,-0.8,-0.833333,-0.997449,-0.684222,0.998478,-0.54929,0.98856,1
-1,-0.684211,0.2,0,-0.993197,-0.245916,0.974143,-1,0.948163,1
-0.428571,-1,-0.6,-0.666667,-0.995748,-0.390713,0.983521,-1,0.970911,1
0.142857,-1,-1,-0.833333,-0.895408,-0.902555,0.597204,0.178127,0.722607,0
-0.142857,-0.473684,-0.8,-0.833333,-0.997449,-0.276688,0.974578,0.99372,0.989768,1
-0.2,-1,-0.75,-0.75,-0.993704,-0.666142,0.999487,-0.02638,0.9926,1
-0.428571,-1,-0.8,-0.833333,-0.997449,-0.669541,0.999232,-0.547406,0.991855,1
-0.428571,-1,-0.6,-0.666667,-0.995748,-0.392004,0.99875,-1,0.989431,1
-0.428571,-1,-0.8,-0.833333,-0.997449,-0.679343,0.999488,-0.547406,0.993508,1
-0.6,-0.428571,-0.5,-0.5,-0.985309,-0.649895,0.909576,-0.660605,0.594905,0
0.2,-0.142857,-0.5,-0.5,-0.932844,-0.377563,0.882969,0.47295,-0.178065,0
-0.6,-0.142857,-0.75,-0.75,-0.979014,-0.547846,-0.777775,0.946365,0.76494,0
-0.428571,-1,-0.8,-0.833333,-0.997449,-0.68401,0.999772,-0.547406,0.998288,1
-0.428571,-1,-0.8,-0.833333,-0.997449,-0.684505,0.999436,-0.547406,0.984174,1
0.142857,-0.578947,-1,-1,-0.997449,-0.464209,-1,0.924365,0.884114,1
-0.428571,-1,-0.8,-0.833333,-0.997449,-0.680601,0.999444,-0.547406,0.986318,1
-0.142857,-1,-1,-1,-0.994048,-0.468271,-1,0.969027,0.95744,1
-1,0.142857,-0.25,-0.25,-0.989507,-0.387001,0.981066,-0.454244,0.957704,1
-0.6,-0.428571,-1,-1,-0.979014,-0.59705,-1,0.946365,0.781614,1
-0.714286,-0.789474,-0.6,-0.666667,-0.988095,-0.242739,0.969916,0.536266,0.900874,1
-1,-0.789474,-0.6,-0.666667,-0.995748,0.040255,0.537356,-1,0.433467,0
-0.428571,-1,-0.8,-0.833333,-0.997449,-0.679343,0.999413,-0.547406,0.993352,1
-0.142857,-0.894737,-0.6,-0.666667,-0.997449,-0.305159,0.999839,0.999065,0.999401,1
0.2,-1,-0.75,-0.75,-0.993704,-0.705051,0.998871,0.483238,0.581314,0
-1,-0.789474,-0.6,-0.666667,-0.995748,0.259714,0.885637,-1,0.860983,1
-0.142857,-0.894737,-0.6,-0.666667,-0.997449,-0.32826,0.997183,0.98984,0.994484,1
0.2,-0.714286,-0.25,-0.25,-0.979014,-0.440786,0.983229,-0.058733,0.92402,1
-0.714286,-0.789474,-0.8,-0.833333,-0.997449,-0.381055,0.972048,0.999625,0.997242,1
-0.428571,-1,-0.6,-0.666667,-0.995748,-0.406652,0.997972,-1,0.993651,1
-0.6,-0.142857,-0.25,-0.25,-0.991606,-0.351865,0.94402,-0.77773,0.820029,1
-1,-0.684211,-0.6,-0.666667,-0.997449,0.367907,0.94523,-0.548714,0.927804,1
-1,-0.142857,-1,-1,-0.989507,-0.466997,-1,0.981545,0.932334,1
-0.6,-0.714286,0,0,-0.966422,-0.517003,0.992601,-1,0.970917,1
-1,-0.428571,0.25,0.25,-0.972718,-0.475112,0.992994,-1,0.973267,1
-0.714286,-0.894737,-0.6,-0.666667,-0.997449,-0.039031,0.999255,-1,0.99709,1
-1,-0.894737,0.2,0,-0.991497,-0.313097,0.994622,-1,0.978841,1
-1,-0.894737,-1,-1,-0.997449,-0.360374,-1,0.971722,0.955459,1
-1,-0.684211,-0.6,-0.666667,-0.997449,0.367907,0.94523,-0.548714,0.919342,1
-0.714286,-0.789474,-0.6,-0.666667,-0.988095,-0.490577,0.983506,0.080228,0.972302,1
-0.428571,-0.789474,-0.6,-0.666667,-0.997449,-0.293854,0.994849,0.983731,0.99039,1
-0.2,0.142857,0,0,-1,-0.288898,0.99852,-0.77773,0.995214,1
-0.428571,-1,-0.6,-0.666667,-0.995748,-0.39048,0.99913,-1,0.994282,1
-0.6,-0.428571,-1,-1,-0.979014,-0.59705,0.944364,0.946365,0.779398,0
-1,-0.894737,-0.2,-0.333333,-0.994898,-0.23096,0.998992,0.955448,0.985672,1
-0.142857,-0.684211,-0.8,-0.833333,-0.998299,-0.247305,0.923059,0.994835,0.980414,1
-1,-0.789474,-1,-1,-0.997449,0.285731,-1,0.999338,0.998393,1
-0.714286,-0.894737,-0.6,-0.666667,-0.988946,-0.608358,0.977125,-1,0.969066,1
-1,-0.428571,-0.5,-0.5,-1,-0.314979,0.998626,-1,0.996787,1
-1,-0.428571,-1,-1,-0.993704,-0.000466,-1,0.626203,-0.173209,0
-0.714286,-0.894737,-0.6,-0.666667,-0.988946,-0.611909,0.989712,-0.424829,0.982415,1
-1,-0.894737,-1,-1,-0.995748,-0.516771,-1,0.996584,0.98784,1
-0.714286,-0.894737,-0.6,-0.666667,-0.988946,-0.605434,0.986949,-1,0.982809,1
0.142857,-0.789474,-0.6,-0.666667,-0.997449,-0.203617,0.888188,0.6977,0.996839,1
-0.714286,-0.894737,-0.6,-0.666667,-0.997449,-0.007244,0.999744,-1,0.999265,1
-0.6,-0.428571,-0.75,-0.75,-0.991606,-0.417822,0.97809,0.344707,-0.340489,0
-0.428571,-1,-0.8,-0.833333,-0.997449,-0.688452,0.999637,-0.570057,0.977426,1
-0.142857,-0.578947,-0.8,-0.833333,-0.998299,-0.209548,0.922453,0.994985,0.983435,1
-1,-0.428571,-0.5,-0.5,-0.989507,-0.255841,0.904371,-1,0.696945,0
-0.714286,-0.894737,-0.6,-0.666667,-0.988095,-0.514247,0.998599,-1,0.997611,1
0.2,-0.714286,0,0,-0.995803,-0.264298,0.932652,-1,0.779906,0
0.6,-0.142857,-0.25,-0.25,-0.991606,-0.305617,0.983422,0.972817,0.932076,1
-0.714286,-0.894737,-0.8,-0.833333,-0.988095,-0.380099,0.969408,0.600304,0.669291,0
-0.714286,-0.894737,-0.6,-0.666667,-0.997449,0.056996,0.99935,-1,0.999094,1
-0.714286,-0.789474,-0.6,-0.666667,-0.985544,-0.561231,0.947473,0.454562,0.816533,1
-0.6,-0.714286,-0.5,-0.5,-0.991606,-0.676883,0.995124,0.646063,0.863079,1
-0.2,-1,-1,-1,-0.993704,-0.900813,-1,0.955272,0.797518,1
-0.714286,-0.894737,-0.6,-0.666667,-0.997449,0.084229,0.993957,-1,0.992517,1
-1,-0.789474,-0.6,-0.666667,-0.995748,-0.382337,0.98204,-1,0.969838,1
-0.428571,-1,-0.6,-0.666667,-0.995748,-0.387997,0.951563,-1,0.93539,1
0.2,-0.714286,-0.5,-0.5,-0.991606,-0.414751,0.98134,0.963564,0.933264,1
-1,-0.578947,-0.4,-0.5,-0.998299,-0.291693,0.998952,0.909002,0.994042,1
-1,-0.428571,-1,-1,-0.993704,0.011084,-1,0.648184,-0.101334,0
-1,-0.789474,-0.6,-0.666667,-0.997449,0.460116,0.999588,-1,0.999119,1
-0.714286,-0.789474,-0.6,-0.666667,-0.988095,0.208355,0.976889,0.11058,0.925475,1
-1,-0.428571,-0.5,-0.5,-0.989507,-0.254649,0.843282,-1,0.508334,0
-0.142857,-0.789474,-1,-1,-0.989796,0.043347,-1,0.72252,0.658797,0
-0.142857,-1,-1,-1,-0.993197,-0.477139,-1,0.968396,0.956789,1
-1,-0.789474,0.4,0.166667,-0.991497,-0.250962,0.994622,-1,0.990175,1
0.2,-0.714286,0,0,-0.995803,-0.151946,0.908028,-1,0.704623,0
-0.714286,-0.894737,-0.6,-0.666667,-0.988946,-0.605461,0.931875,-1,0.915606,1
-0.714286,-0.894737,-0.6,-0.666667,-0.997449,-0.040297,0.999487,-1,0.99854,1
-0.428571,-1,-0.8,-0.833333,-0.997449,-0.685732,0.999468,-0.547406,0.993426,1
-0.428571,-1,-0.8,-0.833333,-0.997449,-0.674343,0.999098,-0.547406,0.988831,1
-0.714286,-0.684211,-1,-1,-0.997449,-0.312532,-1,0.907989,0.882241,1
0.2,-0.428571,0.25,0.25,-0.995803,0.016765,0.775469,0.110952,0.321677,0
-0.714286,-0.894737,-0.6,-0.666667,-0.997449,-0.050377,0.999654,-1,0.998556,1
0.2,-0.142857,-0.5,-0.5,-0.783841,-0.375978,0.939249,0.646312,0.132479,0
-1,-0.894737,-1,-1,-0.997449,0.309858,-1,0.976375,0.955269,1
-1,0.142857,-0.25,-0.25,-0.989507,-0.411092,0.981169,-0.424718,0.961061,1
-1,-0.789474,0.4,0.166667,-0.991497,-0.250836,0.994622,-1,0.990168,1
-0.714286,-0.684211,-1,-1,-0.997449,-0.306958,-1,0.90528,0.879583,1
-0.142857,-1,-1,-1,-0.991497,-0.317572,-1,0.968826,0.953789,1
-0.714286,-0.684211,-1,-1,-0.996599,-0.778133,-1,0.933075,0.917632,1
-0.6,-0.428571,-0.75,-0.75,-0.991606,-0.431288,0.962441,0.490696,-0.20085,0
-0.428571,-1,-0.8,-0.833333,-0.997449,-0.684345,0.998703,-0.54929,0.991553,1
-0.142857,-1,-0.8,-0.833333,-0.997449,-0.642234,0.933149,0.998781,0.992154,1
0.2,-1,-0.75,-0.75,-0.993704,-0.685729,0.999822,0.338668,0.913598,1
-1,-0.894737,-1,-1,-0.995748,-0.39501,-1,0.998721,0.995957,1
0.2,-1,-0.75,-0.75,-0.993704,-0.700546,0.992338,0.528221,0.454054,0
-0.428571,-1,-0.6,-0.666667,-0.995748,-0.296782,0.985379,-1,0.979297,1
0.6,-0.714286,-0.75,-0.5,-0.895068,-0.635423,0.958473,0.060199,0.743311,0
-0.714286,-0.894737,-0.8,-0.833333,-0.986395,-0.277612,0.981877,0.85072,0.892791,1
0.2,-0.714286,-0.75,-0.75,-0.987408,-0.300696,0.919181,0.565692,-0.209812,0
0.6,-0.428571,-0.5,-0.5,-0.991606,-0.347084,0.983201,0.972817,0.931879,1
-0.428571,-1,-0.8,-0.833333,-0.997449,-0.675189,0.999638,-0.547406,0.993225,1
-1,-0.684211,-0.6,-0.666667,-0.997449,0.380436,0.950921,-0.562939,0.903066,1
-0.6,-0.142857,-0.75,-0.75,-0.979014,-0.548971,-0.777775,0.946365,0.772581,0
-1,-0.428571,-0.5,-0.5,-0.989507,-0.2758,0.682991,-1,-0.003657,0
-1,-0.684211,-0.6,-0.666667,-0.997449,0.376615,0.951434,-0.550447,0.935333,1
-1,-0.894737,-0.8,-0.833333,-0.997449,-0.675464,-0.777769,0.986543,0.995082,1
-0.714286,-0.789474,0,-0.166667,-0.993197,-0.531242,0.953552,-0.007935,0.948044,1
-0.6,-0.428571,-0.75,-0.75,-0.991606,-0.425953,0.817006,0.537029,-0.338703,0
-0.6,-0.142857,-0.75,-0.75,-0.979014,-0.537521,0.653464,0.946365,0.726128,0
-0.714286,-0.894737,-0.8,-0.833333,-0.990646,-0.392075,0.932125,0.517431,0.484509,0
-0.714286,-0.894737,-0.6,-0.666667,-0.997449,0.000581,0.986806,-1,0.983217,1
-0.142857,-0.894737,-1,-1,-0.995748,-0.235481,-1,0.978943,0.943498,1
-0.428571,-1,-0.8,-0.833333,-0.997449,-0.666609,0.9981,-0.547406,0.996063,1
-1,-0.789474,-0.6,-0.666667,-0.995748,-0.382337,0.98204,-1,0.940041,1
-0.714286,-0.894737,-0.6,-0.666667,-0.997449,0.272388,0.980271,-1,0.976664,1
-0.714286,-0.894737,-0.6,-0.666667,-0.988946,-0.608408,0.973666,-1,0.964667,1
-0.714286,-0.894737,-0.6,-0.666667,-0.991497,-0.626237,0.955441,-1,0.936181,1
-0.428571,-1,-0.8,-0.833333,-0.997449,-0.687492,0.999521,-0.547406,0.992022,1
-1,0.714286,0.5,0.5,-0.951731,-0.36988,0.855483,-1,0.537112,0
-1,-0.789474,-1,-1,-0.997449,0.278866,-1,0.999621,0.999107,1
-0.6,-0.428571,-0.75,-0.75,-0.991606,-0.42261,0.984126,0.46114,-0.014548,0
-0.6,-0.428571,-1,-1,-0.979014,-0.59705,-1,0.946365,0.780837,1
-0.428571,-1,-0.8,-0.833333,-0.997449,-0.680331,0.999033,-0.547406,0.991517,1
-0.714286,-0.789474,-0.8,-0.833333,-0.995748,-0.369326,0.868382,0.999473,0.991316,1
0.2,-0.714286,-0.5,-0.5,-0.991606,-0.423355,0.980015,0.970055,0.920901,1
0.6,-0.714286,-0.75,-0.5,-0.895068,-0.633137,0.952754,0.060199,0.798628,1
-0.6,-0.428571,-0.75,-0.75,-0.979014,-0.542588,0.999145,0.977379,0.721809,0
-1,-0.684211,-0.6,-0.666667,-0.997449,0.358568,0.944415,-0.548714,0.912542,1
-1,-0.684211,-1,-1,-0.990646,-0.783714,-1,0.95047,0.828775,1
-0.2,-1,-1,-1,-0.993704,-0.900373,-1,0.951051,0.773032,0
-1,-0.142857,-0.25,-0.25,-1,0.254927,0.997978,-1,0.997774,1
-1,-0.789474,-1,-1,-0.995748,-0.334726,-1,0.924054,0.905481,1
-1,-0.789474,-0.6,-0.666667,-1,-0.299981,0.994095,0.999111,0.995929,1
-0.428571,-1,-0.8,-0.833333,-0.997449,-0.681596,0.999493,-0.547406,0.992791,1
-0.714286,-0.789474,-0.6,-0.666667,-0.994898,-0.252515,0.96182,-0.155062,0.90781,1
-0.6,-0.714286,-0.5,-0.5,-0.991606,-0.679655,0.994958,0.399444,0.528776,0
-0.6,-0.714286,0.25,0.25,-0.966422,-0.477883,0.993068,-1,0.97663,1
-1,-0.789474,-0.6,-0.666667,-0.995748,-0.011968,0.607449,-1,0.516937,0
-1,1,0.75,0.75,-0.951731,-0.337605,0.824762,0.536564,0.340358,0
-0.142857,-0.578947,-0.8,-0.833333,-0.998299,-0.209548,0.922453,0.994985,0.976603,1
-0.6,-0.428571,-1,-1,-0.979014,-0.59705,-1,0.946365,0.779974,0
-0.714286,-0.894737,-0.6,-0.666667,-0.988946,-0.607962,0.974171,-1,0.965337,1
-0.714286,-0.894737,-0.8,-0.833333,-0.994048,-0.581279,-0.044323,0.986533,0.92914,1
-1,-0.894737,-1,-1,-0.997449,-0.360374,-1,0.971722,0.952978,1
